station_pincode,station_zone,city,state
489705,EAST,Solapur,Bihar
489707,WEST,Ranchi,Chhattisgarh
489709,SOUTH,Jalandhar,Goa
489711,NORTH,Tiruchirappalli,Gujarat
489713,CENTRAL,Bhubaneswar,Haryana
489715,EAST,Salem,Himachal Pradesh
489717,WEST,Mysore,Jharkhand
489719,SOUTH,Thiruvananthapuram,Karnataka
489721,NORTH,Tiruppur,Kerala
489723,CENTRAL,Gwalior,Madhya Pradesh
489725,EAST,Chandrapur,Maharashtra
489727,WEST,Mumbai,Manipur
489729,SOUTH,Delhi,Meghalaya
489731,NORTH,Bangalore,Mizoram
489733,CENTRAL,Hyderabad,Nagaland
489735,EAST,Ahmedabad,Odisha
489737,WEST,Chennai,Punjab
489739,SOUTH,Kolkata,Rajasthan
489741,NORTH,Surat,Sikkim
489743,CENTRAL,Pune,Tamil Nadu
489745,EAST,Jaipur,Telangana
489747,WEST,Lucknow,Tripura
489749,SOUTH,Kanpur,Uttar Pradesh
489751,NORTH,Nagpur,Uttarakhand
489753,CENTRAL,Indore,West Bengal
489755,EAST,Thane,Andaman and Nicobar Islands
489757,WEST,Bhopal,Chandigarh
489759,SOUTH,Visakhapatnam,Dadra and Nagar Haveli and Daman and Diu
489761,NORTH,Vadodara,Lakshadweep
489763,CENTRAL,Firozabad,Delhi
489765,EAST,Ludhiana,Puducherry
489767,WEST,Rajkot,Ladakh
489769,SOUTH,Agra,Jammu and Kashmir
489771,NORTH,Siliguri,Maharashtra
489773,CENTRAL,Nashik,Delhi
489775,EAST,Faridabad,Karnataka
489777,WEST,Patna,Andhra Pradesh
489779,SOUTH,Meerut,Arunachal Pradesh
489781,NORTH,Kalyan-Dombivli,Assam
489783,CENTRAL,Vasai-Virar,Bihar
489785,EAST,Varanasi,Chhattisgarh
489787,WEST,Srinagar,Goa
489789,SOUTH,Dhanbad,Gujarat
489791,NORTH,Jodhpur,Haryana
489793,CENTRAL,Amritsar,Himachal Pradesh
489795,EAST,Raipur,Jharkhand
489797,WEST,Allahabad,Karnataka
489799,SOUTH,Coimbatore,Kerala
489801,NORTH,Jabalpur,Madhya Pradesh
489803,CENTRAL,Gwalior,Maharashtra
489805,EAST,Vijayawada,Manipur
489807,WEST,Madurai,Meghalaya
489809,SOUTH,Guwahati,Mizoram
489811,NORTH,Chandigarh,Nagaland
489813,CENTRAL,Hubli-Dharwad,Odisha
489815,EAST,Amroha,Punjab
489817,WEST,Moradabad,Rajasthan
489819,SOUTH,Gurgaon,Sikkim
489821,NORTH,Aligarh,Tamil Nadu
489823,CENTRAL,Solapur,Telangana
489825,EAST,Ranchi,Tripura
489827,WEST,Jalandhar,Uttar Pradesh
489829,SOUTH,Tiruchirappalli,Uttarakhand
489831,NORTH,Bhubaneswar,West Bengal
489833,CENTRAL,Salem,Andaman and Nicobar Islands
489835,EAST,Mysore,Chandigarh
489837,WEST,Thiruvananthapuram,Dadra and Nagar Haveli and Daman and Diu
489839,SOUTH,Tiruppur,Lakshadweep
489841,NORTH,Gwalior,Delhi
489843,CENTRAL,Chandrapur,Puducherry
489845,EAST,Mumbai,Ladakh
489847,WEST,Delhi,Jammu and Kashmir
489849,SOUTH,Bangalore,Maharashtra
489851,NORTH,Hyderabad,Delhi
489853,CENTRAL,Ahmedabad,Karnataka
489855,EAST,Chennai,Andhra Pradesh
489857,WEST,Kolkata,Arunachal Pradesh
489859,SOUTH,Surat,Assam
489861,NORTH,Pune,Bihar
489863,CENTRAL,Jaipur,Chhattisgarh
489865,EAST,Lucknow,Goa
489867,WEST,Kanpur,Gujarat
489869,SOUTH,Nagpur,Haryana
489871,NORTH,Indore,Himachal Pradesh
489873,CENTRAL,Thane,Jharkhand
489875,EAST,Bhopal,Karnataka
489877,WEST,Visakhapatnam,Kerala
489879,SOUTH,Vadodara,Madhya Pradesh
489881,NORTH,Firozabad,Maharashtra
489883,CENTRAL,Ludhiana,Manipur
489885,EAST,Rajkot,Meghalaya
489887,WEST,Agra,Mizoram
489889,SOUTH,Siliguri,Nagaland
489891,NORTH,Nashik,Odisha
489893,CENTRAL,Faridabad,Punjab
489895,EAST,Patna,Rajasthan
489897,WEST,Meerut,Sikkim
489899,SOUTH,Kalyan-Dombivli,Tamil Nadu
489901,NORTH,Vasai-Virar,Telangana
489903,CENTRAL,Varanasi,Tripura
489905,EAST,Srinagar,Uttar Pradesh
489907,WEST,Dhanbad,Uttarakhand
489909,SOUTH,Jodhpur,West Bengal
489911,NORTH,Amritsar,Andaman and Nicobar Islands
489913,CENTRAL,Raipur,Chandigarh
489915,EAST,Allahabad,Dadra and Nagar Haveli and Daman and Diu
489917,WEST,Coimbatore,Lakshadweep
489919,SOUTH,Jabalpur,Delhi
489921,NORTH,Gwalior,Puducherry
489923,CENTRAL,Vijayawada,Ladakh
489925,EAST,Madurai,Jammu and Kashmir
489927,WEST,Guwahati,Maharashtra
489929,SOUTH,Chandigarh,Delhi
489931,NORTH,Hubli-Dharwad,Karnataka
489933,CENTRAL,Amroha,Andhra Pradesh
489935,EAST,Moradabad,Arunachal Pradesh
489937,WEST,Gurgaon,Assam
489939,SOUTH,Aligarh,Bihar
489941,NORTH,Solapur,Chhattisgarh
489943,CENTRAL,Ranchi,Goa
489945,EAST,Jalandhar,Gujarat
489947,WEST,Tiruchirappalli,Haryana
489949,SOUTH,Bhubaneswar,Himachal Pradesh
489951,NORTH,Salem,Jharkhand
489953,CENTRAL,Mysore,Karnataka
489955,EAST,Thiruvananthapuram,Kerala
489957,WEST,Tiruppur,Madhya Pradesh
489959,SOUTH,Gwalior,Maharashtra
489961,NORTH,Chandrapur,Manipur
489963,CENTRAL,Mumbai,Meghalaya
489965,EAST,Delhi,Mizoram
489967,WEST,Bangalore,Nagaland
489969,SOUTH,Hyderabad,Odisha
489971,NORTH,Ahmedabad,Punjab
489973,CENTRAL,Chennai,Rajasthan
489975,EAST,Kolkata,Sikkim
489977,WEST,Surat,Tamil Nadu
489979,SOUTH,Pune,Telangana
489981,NORTH,Jaipur,Tripura
489983,CENTRAL,Lucknow,Uttar Pradesh
489985,EAST,Kanpur,Uttarakhand
489987,WEST,Nagpur,West Bengal
489989,SOUTH,Indore,Andaman and Nicobar Islands
489991,NORTH,Thane,Chandigarh
489993,CENTRAL,Bhopal,Dadra and Nagar Haveli and Daman and Diu
489995,EAST,Visakhapatnam,Lakshadweep
489997,WEST,Vadodara,Delhi
489999,SOUTH,Firozabad,Puducherry
490001,NORTH,Ludhiana,Ladakh
490003,CENTRAL,Rajkot,Jammu and Kashmir
490005,EAST,Agra,Maharashtra
490007,WEST,Siliguri,Delhi
490009,SOUTH,Nashik,Karnataka
490011,NORTH,Faridabad,Andhra Pradesh
490013,CENTRAL,Patna,Arunachal Pradesh
490015,EAST,Meerut,Assam
490017,WEST,Kalyan-Dombivli,Bihar
490019,SOUTH,Vasai-Virar,Chhattisgarh
490021,NORTH,Varanasi,Goa
490023,CENTRAL,Srinagar,Gujarat
490025,EAST,Dhanbad,Haryana
490027,WEST,Jodhpur,Himachal Pradesh
490029,SOUTH,Amritsar,Jharkhand
490031,NORTH,Raipur,Karnataka
490033,CENTRAL,Allahabad,Kerala
490035,EAST,Coimbatore,Madhya Pradesh
490037,WEST,Jabalpur,Maharashtra
490039,SOUTH,Gwalior,Manipur
490041,NORTH,Vijayawada,Meghalaya
490043,CENTRAL,Madurai,Mizoram
490045,EAST,Guwahati,Nagaland
490047,WEST,Chandigarh,Odisha
490049,SOUTH,Hubli-Dharwad,Punjab
490051,NORTH,Amroha,Rajasthan
490053,CENTRAL,Moradabad,Sikkim
490055,EAST,Gurgaon,Tamil Nadu
490057,WEST,Aligarh,Telangana
490059,SOUTH,Solapur,Tripura
490061,NORTH,Ranchi,Uttar Pradesh
490063,CENTRAL,Jalandhar,Uttarakhand
490065,EAST,Tiruchirappalli,West Bengal
490067,WEST,Bhubaneswar,Andaman and Nicobar Islands
490069,SOUTH,Salem,Chandigarh
490071,NORTH,Mysore,Dadra and Nagar Haveli and Daman and Diu
490073,CENTRAL,Thiruvananthapuram,Lakshadweep
490075,EAST,Tiruppur,Delhi
490077,WEST,Gwalior,Puducherry
490079,SOUTH,Chandrapur,Ladakh
490081,NORTH,Mumbai,Jammu and Kashmir
490083,CENTRAL,Delhi,Maharashtra
490085,EAST,Bangalore,Delhi
490087,WEST,Hyderabad,Karnataka
490089,SOUTH,Ahmedabad,Andhra Pradesh
490091,NORTH,Chennai,Arunachal Pradesh
490093,CENTRAL,Kolkata,Assam
490095,EAST,Surat,Bihar
490097,WEST,Pune,Chhattisgarh
490099,SOUTH,Jaipur,Goa
490101,NORTH,Lucknow,Gujarat
490103,CENTRAL,Kanpur,Haryana
490105,EAST,Nagpur,Himachal Pradesh
490107,WEST,Indore,Jharkhand
490109,SOUTH,Thane,Karnataka
490111,NORTH,Bhopal,Kerala
490113,CENTRAL,Visakhapatnam,Madhya Pradesh
490115,EAST,Vadodara,Maharashtra
490117,WEST,Firozabad,Manipur
490119,SOUTH,Ludhiana,Meghalaya
490121,NORTH,Rajkot,Mizoram
490123,CENTRAL,Agra,Nagaland
490125,EAST,Siliguri,Odisha
490127,WEST,Nashik,Punjab
490129,SOUTH,Faridabad,Rajasthan
490131,NORTH,Patna,Sikkim
490133,CENTRAL,Meerut,Tamil Nadu
490135,EAST,Kalyan-Dombivli,Telangana
490137,WEST,Vasai-Virar,Tripura
490139,SOUTH,Varanasi,Uttar Pradesh
490141,NORTH,Srinagar,Uttarakhand
490143,CENTRAL,Dhanbad,West Bengal
490145,EAST,Jodhpur,Andaman and Nicobar Islands
490147,WEST,Amritsar,Chandigarh
490149,SOUTH,Raipur,Dadra and Nagar Haveli and Daman and Diu
490151,NORTH,Allahabad,Lakshadweep
490153,CENTRAL,Coimbatore,Delhi
490155,EAST,Jabalpur,Puducherry
490157,WEST,Gwalior,Ladakh
490159,SOUTH,Vijayawada,Jammu and Kashmir
490161,NORTH,Madurai,Maharashtra
490163,CENTRAL,Guwahati,Delhi
490165,EAST,Chandigarh,Karnataka
490167,WEST,Hubli-Dharwad,Andhra Pradesh
490169,SOUTH,Amroha,Arunachal Pradesh
490171,NORTH,Moradabad,Assam
490173,CENTRAL,Gurgaon,Bihar
490175,EAST,Aligarh,Chhattisgarh
490177,WEST,Solapur,Goa
490179,SOUTH,Ranchi,Gujarat
490181,NORTH,Jalandhar,Haryana
490183,CENTRAL,Tiruchirappalli,Himachal Pradesh
490185,EAST,Bhubaneswar,Jharkhand
490187,WEST,Salem,Karnataka
490189,SOUTH,Mysore,Kerala
490191,NORTH,Thiruvananthapuram,Madhya Pradesh
490193,CENTRAL,Tiruppur,Maharashtra
490195,EAST,Gwalior,Manipur
490197,WEST,Chandrapur,Meghalaya
490199,SOUTH,Mumbai,Mizoram
490201,NORTH,Delhi,Nagaland
490203,CENTRAL,Bangalore,Odisha
490205,EAST,Hyderabad,Punjab
490207,WEST,Ahmedabad,Rajasthan
490209,SOUTH,Chennai,Sikkim
490211,NORTH,Kolkata,Tamil Nadu
490213,CENTRAL,Surat,Telangana
490215,EAST,Pune,Tripura
490217,WEST,Jaipur,Uttar Pradesh
490219,SOUTH,Lucknow,Uttarakhand
490221,NORTH,Kanpur,West Bengal
490223,CENTRAL,Nagpur,Andaman and Nicobar Islands
490225,EAST,Indore,Chandigarh
490227,WEST,Thane,Dadra and Nagar Haveli and Daman and Diu
490229,SOUTH,Bhopal,Lakshadweep
490231,NORTH,Visakhapatnam,Delhi
490233,CENTRAL,Vadodara,Puducherry
490235,EAST,Firozabad,Ladakh
490237,WEST,Ludhiana,Jammu and Kashmir
490239,SOUTH,Rajkot,Maharashtra
490241,NORTH,Agra,Delhi
490243,CENTRAL,Siliguri,Karnataka
490245,EAST,Nashik,Andhra Pradesh
490247,WEST,Faridabad,Arunachal Pradesh
490249,SOUTH,Patna,Assam
490251,NORTH,Meerut,Bihar
490253,CENTRAL,Kalyan-Dombivli,Chhattisgarh
490255,EAST,Vasai-Virar,Goa
490257,WEST,Varanasi,Gujarat
490259,SOUTH,Srinagar,Haryana
490261,NORTH,Dhanbad,Himachal Pradesh
490263,CENTRAL,Jodhpur,Jharkhand
490265,EAST,Amritsar,Karnataka
490267,WEST,Raipur,Kerala
490269,SOUTH,Allahabad,Madhya Pradesh
490271,NORTH,Coimbatore,Maharashtra
490273,CENTRAL,Jabalpur,Manipur
490275,EAST,Gwalior,Meghalaya
490277,WEST,Vijayawada,Mizoram
490279,SOUTH,Madurai,Nagaland
490281,NORTH,Guwahati,Odisha
490283,CENTRAL,Chandigarh,Punjab
490285,EAST,Hubli-Dharwad,Rajasthan
490287,WEST,Amroha,Sikkim
490289,SOUTH,Moradabad,Tamil Nadu
490291,NORTH,Gurgaon,Telangana
490293,CENTRAL,Aligarh,Tripura
490295,EAST,Solapur,Uttar Pradesh
490297,WEST,Ranchi,Uttarakhand
490299,SOUTH,Jalandhar,West Bengal
490301,NORTH,Tiruchirappalli,Andaman and Nicobar Islands
490303,CENTRAL,Bhubaneswar,Chandigarh
490305,EAST,Salem,Dadra and Nagar Haveli and Daman and Diu
490307,WEST,Mysore,Lakshadweep
490309,SOUTH,Thiruvananthapuram,Delhi
490311,NORTH,Tiruppur,Puducherry
490313,CENTRAL,Gwalior,Ladakh
490315,EAST,Chandrapur,Jammu and Kashmir
490317,WEST,Mumbai,Maharashtra
490319,SOUTH,Delhi,Delhi
490321,NORTH,Bangalore,Karnataka
490323,CENTRAL,Hyderabad,Andhra Pradesh
490325,EAST,Ahmedabad,Arunachal Pradesh
490327,WEST,Chennai,Assam
490329,SOUTH,Kolkata,Bihar
490331,NORTH,Surat,Chhattisgarh
490333,CENTRAL,Pune,Goa
490335,EAST,Jaipur,Gujarat
490337,WEST,Lucknow,Haryana
490339,SOUTH,Kanpur,Himachal Pradesh
490341,NORTH,Nagpur,Jharkhand
490343,CENTRAL,Indore,Karnataka
490345,EAST,Thane,Kerala
490347,WEST,Bhopal,Madhya Pradesh
490349,SOUTH,Visakhapatnam,Maharashtra
490351,NORTH,Vadodara,Manipur
490353,CENTRAL,Firozabad,Meghalaya
490355,EAST,Ludhiana,Mizoram
490357,WEST,Rajkot,Nagaland
490359,SOUTH,Agra,Odisha
490361,NORTH,Siliguri,Punjab
490363,CENTRAL,Nashik,Rajasthan
490365,EAST,Faridabad,Sikkim
490367,WEST,Patna,Tamil Nadu
490369,SOUTH,Meerut,Telangana
490371,NORTH,Kalyan-Dombivli,Tripura
490373,CENTRAL,Vasai-Virar,Uttar Pradesh
490375,EAST,Varanasi,Uttarakhand
490377,WEST,Srinagar,West Bengal
490379,SOUTH,Dhanbad,Andaman and Nicobar Islands
490381,NORTH,Jodhpur,Chandigarh
490383,CENTRAL,Amritsar,Dadra and Nagar Haveli and Daman and Diu
490385,EAST,Raipur,Lakshadweep
490387,WEST,Allahabad,Delhi
490389,SOUTH,Coimbatore,Puducherry
490391,NORTH,Jabalpur,Ladakh
490393,CENTRAL,Gwalior,Jammu and Kashmir
490395,EAST,Vijayawada,Maharashtra
490397,WEST,Madurai,Delhi
490399,SOUTH,Guwahati,Karnataka
490401,NORTH,Chandigarh,Andhra Pradesh
490403,CENTRAL,Hubli-Dharwad,Arunachal Pradesh
490405,EAST,Amroha,Assam
490407,WEST,Moradabad,Bihar
490409,SOUTH,Gurgaon,Chhattisgarh
490411,NORTH,Aligarh,Goa
490413,CENTRAL,Solapur,Gujarat
490415,EAST,Ranchi,Haryana
490417,WEST,Jalandhar,Himachal Pradesh
490419,SOUTH,Tiruchirappalli,Jharkhand
490421,NORTH,Bhubaneswar,Karnataka
490423,CENTRAL,Salem,Kerala
490425,EAST,Mysore,Madhya Pradesh
490427,WEST,Thiruvananthapuram,Maharashtra
490429,SOUTH,Tiruppur,Manipur
490431,NORTH,Gwalior,Meghalaya
490433,CENTRAL,Chandrapur,Mizoram
490435,EAST,Mumbai,Nagaland
490437,WEST,Delhi,Odisha
490439,SOUTH,Bangalore,Punjab
490441,NORTH,Hyderabad,Rajasthan
490443,CENTRAL,Ahmedabad,Sikkim
490445,EAST,Chennai,Tamil Nadu
490447,WEST,Kolkata,Telangana
490449,SOUTH,Surat,Tripura
490451,NORTH,Pune,Uttar Pradesh
490453,CENTRAL,Jaipur,Uttarakhand
490455,EAST,Lucknow,West Bengal
490457,WEST,Kanpur,Andaman and Nicobar Islands
490459,SOUTH,Nagpur,Chandigarh
490461,NORTH,Indore,Dadra and Nagar Haveli and Daman and Diu
490463,CENTRAL,Thane,Lakshadweep
490465,EAST,Bhopal,Delhi
490467,WEST,Visakhapatnam,Puducherry
490469,SOUTH,Vadodara,Ladakh
490471,NORTH,Firozabad,Jammu and Kashmir
490473,CENTRAL,Ludhiana,Maharashtra
490475,EAST,Rajkot,Delhi
490477,WEST,Agra,Karnataka
490479,SOUTH,Siliguri,Andhra Pradesh
490481,NORTH,Nashik,Arunachal Pradesh
490483,CENTRAL,Faridabad,Assam
490485,EAST,Patna,Bihar
490487,WEST,Meerut,Chhattisgarh
490489,SOUTH,Kalyan-Dombivli,Goa
490491,NORTH,Vasai-Virar,Gujarat
490493,CENTRAL,Varanasi,Haryana
490495,EAST,Srinagar,Himachal Pradesh
490497,WEST,Dhanbad,Jharkhand
490499,SOUTH,Jodhpur,Karnataka
490501,NORTH,Amritsar,Kerala
490503,CENTRAL,Raipur,Madhya Pradesh
490505,EAST,Allahabad,Maharashtra
490507,WEST,Coimbatore,Manipur
490509,SOUTH,Jabalpur,Meghalaya
490511,NORTH,Gwalior,Mizoram
490513,CENTRAL,Vijayawada,Nagaland
490515,EAST,Madurai,Odisha
490517,WEST,Guwahati,Punjab
490519,SOUTH,Chandigarh,Rajasthan
490521,NORTH,Hubli-Dharwad,Sikkim
490523,CENTRAL,Amroha,Tamil Nadu
490525,EAST,Moradabad,Telangana
490527,WEST,Gurgaon,Tripura
490529,SOUTH,Aligarh,Uttar Pradesh
490531,NORTH,Solapur,Uttarakhand
490533,CENTRAL,Ranchi,West Bengal
490535,EAST,Jalandhar,Andaman and Nicobar Islands
490537,WEST,Tiruchirappalli,Chandigarh
490539,SOUTH,Bhubaneswar,Dadra and Nagar Haveli and Daman and Diu
490541,NORTH,Salem,Lakshadweep
490543,CENTRAL,Mysore,Delhi
490545,EAST,Thiruvananthapuram,Puducherry
490547,WEST,Tiruppur,Ladakh
490549,SOUTH,Gwalior,Jammu and Kashmir
490551,NORTH,Chandrapur,Maharashtra
490553,CENTRAL,Mumbai,Delhi
490555,EAST,Delhi,Karnataka
490557,WEST,Bangalore,Andhra Pradesh
490559,SOUTH,Hyderabad,Arunachal Pradesh
490561,NORTH,Ahmedabad,Assam
490563,CENTRAL,Chennai,Bihar
490565,EAST,Kolkata,Chhattisgarh
490567,WEST,Surat,Goa
490569,SOUTH,Pune,Gujarat
490571,NORTH,Jaipur,Haryana
490573,CENTRAL,Lucknow,Himachal Pradesh
490575,EAST,Kanpur,Jharkhand
490577,WEST,Nagpur,Karnataka
490579,SOUTH,Indore,Kerala
490581,NORTH,Thane,Madhya Pradesh
490583,CENTRAL,Bhopal,Maharashtra
490585,EAST,Visakhapatnam,Manipur
490587,WEST,Vadodara,Meghalaya
490589,SOUTH,Firozabad,Mizoram
490591,NORTH,Ludhiana,Nagaland
490593,CENTRAL,Rajkot,Odisha
490595,EAST,Agra,Punjab
490597,WEST,Siliguri,Rajasthan
490599,SOUTH,Nashik,Sikkim
490601,NORTH,Faridabad,Tamil Nadu
490603,CENTRAL,Patna,Telangana
490605,EAST,Meerut,Tripura
490607,WEST,Kalyan-Dombivli,Uttar Pradesh
490609,SOUTH,Vasai-Virar,Uttarakhand
490611,NORTH,Varanasi,West Bengal
490613,CENTRAL,Srinagar,Andaman and Nicobar Islands
490615,EAST,Dhanbad,Chandigarh
490617,WEST,Jodhpur,Dadra and Nagar Haveli and Daman and Diu
490619,SOUTH,Amritsar,Lakshadweep
490621,NORTH,Raipur,Delhi
490623,CENTRAL,Allahabad,Puducherry
490625,EAST,Coimbatore,Ladakh
490627,WEST,Jabalpur,Jammu and Kashmir
490629,SOUTH,Gwalior,Maharashtra
490631,NORTH,Vijayawada,Delhi
490633,CENTRAL,Madurai,Karnataka
490635,EAST,Guwahati,Andhra Pradesh
490637,WEST,Chandigarh,Arunachal Pradesh
490639,SOUTH,Hubli-Dharwad,Assam
490641,NORTH,Amroha,Bihar
490643,CENTRAL,Moradabad,Chhattisgarh
490645,EAST,Gurgaon,Goa
490647,WEST,Aligarh,Gujarat
490649,SOUTH,Solapur,Haryana
490651,NORTH,Ranchi,Himachal Pradesh
490653,CENTRAL,Jalandhar,Jharkhand
490655,EAST,Tiruchirappalli,Karnataka
490657,WEST,Bhubaneswar,Kerala
490659,SOUTH,Salem,Madhya Pradesh
490661,NORTH,Mysore,Maharashtra
490663,CENTRAL,Thiruvananthapuram,Manipur
490665,EAST,Tiruppur,Meghalaya
490667,WEST,Gwalior,Mizoram
490669,SOUTH,Chandrapur,Nagaland
490671,NORTH,Mumbai,Odisha
490673,CENTRAL,Delhi,Punjab
490675,EAST,Bangalore,Rajasthan
490677,WEST,Hyderabad,Sikkim
490679,SOUTH,Ahmedabad,Tamil Nadu
490681,NORTH,Chennai,Telangana
490683,CENTRAL,Kolkata,Tripura
490685,EAST,Surat,Uttar Pradesh
490687,WEST,Pune,Uttarakhand
490689,SOUTH,Jaipur,West Bengal
490691,NORTH,Lucknow,Andaman and Nicobar Islands
490693,CENTRAL,Kanpur,Chandigarh
490695,EAST,Nagpur,Dadra and Nagar Haveli and Daman and Diu
490697,WEST,Indore,Lakshadweep
490699,SOUTH,Thane,Delhi
490701,NORTH,Bhopal,Puducherry
490703,CENTRAL,Visakhapatnam,Ladakh
490705,EAST,Vadodara,Jammu and Kashmir
490707,WEST,Firozabad,Maharashtra
490709,SOUTH,Ludhiana,Delhi
490711,NORTH,Rajkot,Karnataka
490713,CENTRAL,Agra,Andhra Pradesh
490715,EAST,Siliguri,Arunachal Pradesh
490717,WEST,Nashik,Assam
490719,SOUTH,Faridabad,Bihar
490721,NORTH,Patna,Chhattisgarh
490723,CENTRAL,Meerut,Goa
490725,EAST,Kalyan-Dombivli,Gujarat
490727,WEST,Vasai-Virar,Haryana
490729,SOUTH,Varanasi,Himachal Pradesh
490731,NORTH,Srinagar,Jharkhand
490733,CENTRAL,Dhanbad,Karnataka
490735,EAST,Jodhpur,Kerala
490737,WEST,Amritsar,Madhya Pradesh
490739,SOUTH,Raipur,Maharashtra
490741,NORTH,Allahabad,Manipur
490743,CENTRAL,Coimbatore,Meghalaya
490745,EAST,Jabalpur,Mizoram
490747,WEST,Gwalior,Nagaland
490749,SOUTH,Vijayawada,Odisha
490751,NORTH,Madurai,Punjab
490753,CENTRAL,Guwahati,Rajasthan
490755,EAST,Chandigarh,Sikkim
490757,WEST,Hubli-Dharwad,Tamil Nadu
490759,SOUTH,Amroha,Telangana
490761,NORTH,Moradabad,Tripura
490763,CENTRAL,Gurgaon,Uttar Pradesh
490765,EAST,Aligarh,Uttarakhand
490767,WEST,Solapur,West Bengal
490769,SOUTH,Ranchi,Andaman and Nicobar Islands
490771,NORTH,Jalandhar,Chandigarh
490773,CENTRAL,Tiruchirappalli,Dadra and Nagar Haveli and Daman and Diu
490775,EAST,Bhubaneswar,Lakshadweep
490777,WEST,Salem,Delhi
490779,SOUTH,Mysore,Puducherry
490781,NORTH,Thiruvananthapuram,Ladakh
490783,CENTRAL,Tiruppur,Jammu and Kashmir
490785,EAST,Gwalior,Maharashtra
490787,WEST,Chandrapur,Delhi
490789,SOUTH,Mumbai,Karnataka
490791,NORTH,Delhi,Andhra Pradesh
490793,CENTRAL,Bangalore,Arunachal Pradesh
490795,EAST,Hyderabad,Assam
490797,WEST,Ahmedabad,Bihar
490799,SOUTH,Chennai,Chhattisgarh
490801,NORTH,Kolkata,Goa
490803,CENTRAL,Surat,Gujarat
490805,EAST,Pune,Haryana
490807,WEST,Jaipur,Himachal Pradesh
490809,SOUTH,Lucknow,Jharkhand
490811,NORTH,Kanpur,Karnataka
490813,CENTRAL,Nagpur,Kerala
490815,EAST,Indore,Madhya Pradesh
490817,WEST,Thane,Maharashtra
490819,SOUTH,Bhopal,Manipur
490821,NORTH,Visakhapatnam,Meghalaya
490823,CENTRAL,Vadodara,Mizoram
490825,EAST,Firozabad,Nagaland
490827,WEST,Ludhiana,Odisha
490829,SOUTH,Rajkot,Punjab
490831,NORTH,Agra,Rajasthan
490833,CENTRAL,Siliguri,Sikkim
490835,EAST,Nashik,Tamil Nadu
490837,WEST,Faridabad,Telangana
490839,SOUTH,Patna,Tripura
490841,NORTH,Meerut,Uttar Pradesh
490843,CENTRAL,Kalyan-Dombivli,Uttarakhand
490845,EAST,Vasai-Virar,West Bengal
490847,WEST,Varanasi,Andaman and Nicobar Islands
490849,SOUTH,Srinagar,Chandigarh
490851,NORTH,Dhanbad,Dadra and Nagar Haveli and Daman and Diu
490853,CENTRAL,Jodhpur,Lakshadweep
490855,EAST,Amritsar,Delhi
490857,WEST,Raipur,Puducherry
490859,SOUTH,Allahabad,Ladakh
490861,NORTH,Coimbatore,Jammu and Kashmir
490863,CENTRAL,Jabalpur,Maharashtra
490865,EAST,Gwalior,Delhi
490867,WEST,Vijayawada,Karnataka
490869,SOUTH,Madurai,Andhra Pradesh
490871,NORTH,Guwahati,Arunachal Pradesh
490873,CENTRAL,Chandigarh,Assam
490875,EAST,Hubli-Dharwad,Bihar
490877,WEST,Amroha,Chhattisgarh
490879,SOUTH,Moradabad,Goa
490881,NORTH,Gurgaon,Gujarat
490883,CENTRAL,Aligarh,Haryana
490885,EAST,Solapur,Himachal Pradesh
490887,WEST,Ranchi,Jharkhand
490889,SOUTH,Jalandhar,Karnataka
490891,NORTH,Tiruchirappalli,Kerala
490893,CENTRAL,Bhubaneswar,Madhya Pradesh
490895,EAST,Salem,Maharashtra
490897,WEST,Mysore,Manipur
490899,SOUTH,Thiruvananthapuram,Meghalaya
490901,NORTH,Tiruppur,Mizoram
490903,CENTRAL,Gwalior,Nagaland
490905,EAST,Chandrapur,Odisha
490907,WEST,Mumbai,Punjab
490909,SOUTH,Delhi,Rajasthan
490911,NORTH,Bangalore,Sikkim
490913,CENTRAL,Hyderabad,Tamil Nadu
490915,EAST,Ahmedabad,Telangana
490917,WEST,Chennai,Tripura
490919,SOUTH,Kolkata,Uttar Pradesh
490921,NORTH,Surat,Uttarakhand
490923,CENTRAL,Pune,West Bengal
490925,EAST,Jaipur,Andaman and Nicobar Islands
490927,WEST,Lucknow,Chandigarh
490929,SOUTH,Kanpur,Dadra and Nagar Haveli and Daman and Diu
490931,NORTH,Nagpur,Lakshadweep
490933,CENTRAL,Indore,Delhi
490935,EAST,Thane,Puducherry
490937,WEST,Bhopal,Ladakh
490939,SOUTH,Visakhapatnam,Jammu and Kashmir
490941,NORTH,Vadodara,Maharashtra
490943,CENTRAL,Firozabad,Delhi
490945,EAST,Ludhiana,Karnataka
490947,WEST,Rajkot,Andhra Pradesh
490949,SOUTH,Agra,Arunachal Pradesh
490951,NORTH,Siliguri,Assam
490953,CENTRAL,Nashik,Bihar
490955,EAST,Faridabad,Chhattisgarh
490957,WEST,Patna,Goa
490959,SOUTH,Meerut,Gujarat
490961,NORTH,Kalyan-Dombivli,Haryana
490963,CENTRAL,Vasai-Virar,Himachal Pradesh
490965,EAST,Varanasi,Jharkhand
490967,WEST,Srinagar,Karnataka
490969,SOUTH,Dhanbad,Kerala
490971,NORTH,Jodhpur,Madhya Pradesh
490973,CENTRAL,Amritsar,Maharashtra
490975,EAST,Raipur,Manipur
490977,WEST,Allahabad,Meghalaya
490979,SOUTH,Coimbatore,Mizoram
490981,NORTH,Jabalpur,Nagaland
490983,CENTRAL,Gwalior,Odisha
