police_station_id,station_name,police_staff,inspector_id,station_pincode,no_of_cases
T2-549669,ST-1749,16,HC-99256,489209,3541
T2-549670,ST-1750,21,HC-99257,489211,3543
T2-549671,ST-1751,16,HC-99258,489213,3545
T2-549672,ST-1752,15,HC-99259,489215,3547
T2-549673,ST-1753,19,HC-99260,489217,3549
T2-549674,ST-1754,25,HC-99261,489219,3551
T2-549675,ST-1755,36,HC-99262,489221,3553
T2-549676,ST-1756,25,HC-99263,489223,3555
T2-549677,ST-1757,40,HC-99264,489225,3557
T2-549678,ST-1758,15,HC-99265,489227,3559
T2-549679,ST-1759,29,HC-99266,489229,3561
T2-549680,ST-1760,34,HC-99267,489231,3563
T2-549681,ST-1761,24,HC-99268,489233,3565
T2-549682,ST-1762,39,HC-99269,489235,3567
T2-549683,ST-1763,25,HC-99270,489237,3569
T2-549684,ST-1764,30,HC-99271,489239,3571
T2-549685,ST-1765,37,HC-99272,489241,3573
T2-549686,ST-1766,33,HC-99273,489243,3575
T2-549687,ST-1767,31,HC-99274,489245,3577
T2-549688,ST-1768,13,HC-99275,489247,3579
T2-549689,ST-1769,31,HC-99276,489249,3581
T2-549690,ST-1770,24,HC-99277,489251,3583
T2-549691,ST-1771,18,HC-99278,489253,3585
T2-549692,ST-1772,21,HC-99279,489255,3587
T2-549693,ST-1773,24,HC-99280,489257,3589
T2-549694,ST-1774,38,HC-99281,489259,3591
T2-549695,ST-1775,12,HC-99282,489261,3593
T2-549696,ST-1776,17,HC-99283,489263,3595
T2-549697,ST-1777,21,HC-99284,489265,3597
T2-549698,ST-1778,31,HC-99285,489267,3599
T2-549699,ST-1779,30,HC-99286,489269,3601
T2-549700,ST-1780,26,HC-99287,489271,3603
T2-549701,ST-1781,40,HC-99288,489273,3605
T2-549702,ST-1782,34,HC-99289,489275,3607
T2-549703,ST-1783,27,HC-99290,489277,3609
T2-549704,ST-1784,34,HC-99291,489279,3611
T2-549705,ST-1785,13,HC-99292,489281,3613
T2-549706,ST-1786,25,HC-99293,489283,3615
T2-549707,ST-1787,33,HC-99294,489285,3617
T2-549708,ST-1788,38,HC-99295,489287,3619
T2-549709,ST-1789,21,HC-99296,489289,3621
T2-549710,ST-1790,22,HC-99297,489291,3623
T2-549711,ST-1791,35,HC-99298,489293,3625
T2-549712,ST-1792,30,HC-99299,489295,3627
T2-549713,ST-1793,14,HC-99300,489297,3629
T2-549714,ST-1794,21,HC-99301,489299,3631
T2-549715,ST-1795,24,HC-99302,489301,3633
T2-549716,ST-1796,21,HC-99303,489303,3635
T2-549717,ST-1797,21,HC-99304,489305,3637
T2-549718,ST-1798,16,HC-99305,489307,3639
T2-549719,ST-1799,18,HC-99306,489309,3641
T2-549720,ST-1800,20,HC-99307,489311,3643
T2-549721,ST-1801,28,HC-99308,489313,3645
T2-549722,ST-1802,21,HC-99309,489315,3647
T2-549723,ST-1803,25,HC-99310,489317,3649
T2-549724,ST-1804,24,HC-99311,489319,3651
T2-549725,ST-1805,36,HC-99312,489321,3653
T2-549726,ST-1806,27,HC-99313,489323,3655
T2-549727,ST-1807,31,HC-99314,489325,3657
T2-549728,ST-1808,39,HC-99315,489327,3659
T2-549729,ST-1809,29,HC-99316,489329,3661
T2-549730,ST-1810,40,HC-99317,489331,3663
T2-549731,ST-1811,23,HC-99318,489333,3665
T2-549732,ST-1812,34,HC-99319,489335,3667
T2-549733,ST-1813,21,HC-99320,489337,3669
T2-549734,ST-1814,37,HC-99321,489339,3671
T2-549735,ST-1815,29,HC-99322,489341,3673
T2-549736,ST-1816,20,HC-99323,489343,3675
T2-549737,ST-1817,26,HC-99324,489345,3677
T2-549738,ST-1818,15,HC-99325,489347,3679
T2-549739,ST-1819,40,HC-99326,489349,3681
T2-549740,ST-1820,27,HC-99327,489351,3683
T2-549741,ST-1821,35,HC-99328,489353,3685
T2-549742,ST-1822,14,HC-99329,489355,3687
T2-549743,ST-1823,34,HC-99330,489357,3689
T2-549744,ST-1824,22,HC-99331,489359,3691
T2-549745,ST-1825,26,HC-99332,489361,3693
T2-549746,ST-1826,38,HC-99333,489363,3695
T2-549747,ST-1827,29,HC-99334,489365,3697
T2-549748,ST-1828,18,HC-99335,489367,3699
T2-549749,ST-1829,19,HC-99336,489369,3701
T2-549750,ST-1830,16,HC-99337,489371,3703
T2-549751,ST-1831,32,HC-99338,489373,3705
T2-549752,ST-1832,23,HC-99339,489375,3707
T2-549753,ST-1833,20,HC-99340,489377,3709
T2-549754,ST-1834,29,HC-99341,489379,3711
T2-549755,ST-1835,22,HC-99342,489381,3713
T2-549756,ST-1836,21,HC-99343,489383,3715
T2-549757,ST-1837,26,HC-99344,489385,3717
T2-549758,ST-1838,16,HC-99345,489387,3719
T2-549759,ST-1839,25,HC-99346,489389,3721
T2-549760,ST-1840,18,HC-99347,489391,3723
T2-549761,ST-1841,37,HC-99348,489393,3725
T2-549762,ST-1842,25,HC-99349,489395,3727
T2-549763,ST-1843,39,HC-99350,489397,3729
T2-549764,ST-1844,40,HC-99351,489399,3731
T2-549765,ST-1845,32,HC-99352,489401,3733
T2-549766,ST-1846,16,HC-99353,489403,3735
T2-549767,ST-1847,35,HC-99354,489405,3737
T2-549768,ST-1848,27,HC-99355,489407,3739
T2-549769,ST-1849,37,HC-99356,489409,3741
T2-549770,ST-1850,26,HC-99357,489411,3743
T2-549771,ST-1851,37,HC-99358,489413,3745
T2-549772,ST-1852,25,HC-99359,489415,3747
T2-549773,ST-1853,30,HC-99360,489417,3749
T2-549774,ST-1854,24,HC-99361,489419,3751
T2-549775,ST-1855,20,HC-99362,489421,3753
T2-549776,ST-1856,36,HC-99363,489423,3755
T2-549777,ST-1857,28,HC-99364,489425,3757
T2-549778,ST-1858,37,HC-99365,489427,3759
T2-549779,ST-1859,14,HC-99366,489429,3761
T2-549780,ST-1860,31,HC-99367,489431,3763
T2-549781,ST-1861,15,HC-99368,489433,3765
T2-549782,ST-1862,15,HC-99369,489435,3767
L-369852,ST-1863,19,HC-99370,489437,3769
L-369853,ST-1864,15,HC-99371,489439,3771
L-369854,ST-1865,20,HC-99372,489441,3773
L-369855,ST-1866,16,HC-99373,489443,3775
L-369856,ST-1867,21,HC-99374,489445,3777
L-369857,ST-1868,33,HC-99375,489447,3779
L-369858,ST-1869,28,HC-99376,489449,3781
L-369859,ST-1870,24,HC-99377,489451,3783
L-369860,ST-1871,24,HC-99378,489453,3785
L-369861,ST-1872,18,HC-99379,489455,3787
L-369862,ST-1873,31,HC-99380,489457,3789
L-369863,ST-1874,37,HC-99381,489459,3791
L-369864,ST-1875,17,HC-99382,489461,3793
L-369865,ST-1876,15,HC-99383,489463,3795
L-369866,ST-1877,27,HC-99384,489465,3797
L-369867,ST-1878,16,HC-99385,489467,3799
L-369868,ST-1879,23,HC-99386,489469,3801
L-369869,ST-1880,30,HC-99387,489471,3803
L-369870,ST-1881,21,HC-99388,489473,3805
L-369871,ST-1882,22,HC-99389,489475,3807
L-369872,ST-1883,12,HC-99390,489477,3809
L-369873,ST-1884,39,HC-99391,489479,3811
L-369874,ST-1885,14,HC-99392,489481,3813
L-369875,ST-1886,20,HC-99393,489483,3815
L-369876,ST-1887,27,HC-99394,489485,3817
L-369877,ST-1888,31,HC-99395,489487,3819
L-369878,ST-1889,38,HC-99396,489489,3821
L-369879,ST-1890,26,HC-99397,489491,3823
L-369880,ST-1891,28,HC-99398,489493,3825
L-369881,ST-1892,24,HC-99399,489495,3827
L-369882,ST-1893,15,HC-99400,489497,3829
L-369883,ST-1894,18,HC-99401,489499,3831
L-369884,ST-1895,13,HC-99402,489501,3833
L-369885,ST-1896,18,HC-99403,489503,3835
L-369886,ST-1897,38,HC-99404,489505,3837
L-369887,ST-1898,16,HC-99405,489507,3839
L-369888,ST-1899,21,HC-99406,489509,3841
L-369889,ST-1900,19,HC-99407,489511,3843
L-369890,ST-1901,19,HC-99408,489513,3845
L-369891,ST-1902,24,HC-99409,489515,3847
L-369892,ST-1903,33,HC-99410,489517,3849
L-369893,ST-1904,14,HC-99411,489519,3851
L-369894,ST-1905,13,HC-99412,489521,3853
L-369895,ST-1906,19,HC-99413,489523,3855
L-369896,ST-1907,25,HC-99414,489525,3857
L-369897,ST-1908,31,HC-99415,489527,3859
L-369898,ST-1909,28,HC-99416,489529,3861
L-369899,ST-1910,23,HC-99417,489531,3863
L-369900,ST-1911,32,HC-99418,489533,3865
L-369901,ST-1912,17,HC-99419,489535,3867
L-369902,ST-1913,27,HC-99420,489537,3869
L-369903,ST-1914,25,HC-99421,489539,3871
L-369904,ST-1915,40,HC-99422,489541,3873
L-369905,ST-1916,31,HC-99423,489543,3875
L-369906,ST-1917,18,HC-99424,489545,3877
L-369907,ST-1918,26,HC-99425,489547,3879
L-369908,ST-1919,22,HC-99426,489549,3881
L-369909,ST-1920,36,HC-99427,489551,3883
L-369910,ST-1921,21,HC-99428,489553,3885
L-369911,ST-1922,27,HC-99429,489555,3887
L-369912,ST-1923,30,HC-99430,489557,3889
L-369913,ST-1924,34,HC-99431,489559,3891
L-369914,ST-1925,12,HC-99432,489561,3893
L-369915,ST-1926,32,HC-99433,489563,3895
L-369916,ST-1927,40,HC-99434,489565,3897
L-369917,ST-1928,13,HC-99435,489567,3899
L-369918,ST-1929,21,HC-99436,489569,3901
L-369919,ST-1930,15,HC-99437,489571,3903
L-369920,ST-1931,22,HC-99438,489573,3905
L-369921,ST-1932,36,HC-99439,489575,3907
L-369922,ST-1933,35,HC-99440,489577,3909
L-369923,ST-1934,31,HC-99441,489579,3911
L-369924,ST-1935,18,HC-99442,489581,3913
L-369925,ST-1936,31,HC-99443,489583,3915
L-369926,ST-1937,13,HC-99444,489585,3917
L-369927,ST-1938,30,HC-99445,489587,3919
L-369928,ST-1939,33,HC-99446,489589,3921
L-369929,ST-1940,17,HC-99447,489591,3923
L-369930,ST-1941,32,HC-99448,489593,3925
L-369931,ST-1942,14,HC-99449,489595,3927
L-369932,ST-1943,38,HC-99450,489597,3929
L-369933,ST-1944,28,HC-99451,489599,3931
L-369934,ST-1945,27,HC-99452,489601,3933
L-369935,ST-1946,15,HC-99453,489603,3935
L-369936,ST-1947,14,HC-99454,489605,3937
L-369937,ST-1948,40,HC-99455,489607,3939
L-369938,ST-1949,27,HC-99456,489609,3941
L-369939,ST-1950,31,HC-99457,489611,3943
L-369940,ST-1951,27,HC-99458,489613,3945
L-369941,ST-1952,22,HC-99459,489615,3947
L-369942,ST-1953,37,HC-99460,489617,3949
L-369943,ST-1954,36,HC-99461,489619,3951
L-369944,ST-1955,21,HC-99462,489621,3953
L-369945,ST-1956,15,HC-99463,489623,3955
L-369946,ST-1957,22,HC-99464,489625,3957
L-369947,ST-1958,12,HC-99465,489627,3959
L-369948,ST-1959,18,HC-99466,489629,3961
L-369949,ST-1960,39,HC-99467,489631,3963
L-369950,ST-1961,17,HC-99468,489633,3965
L-369951,ST-1962,24,HC-99469,489635,3967
L-369952,ST-1963,13,HC-99470,489637,3969
L-369953,ST-1964,38,HC-99471,489639,3971
L-369954,ST-1965,27,HC-99472,489641,3973
L-369955,ST-1966,37,HC-99473,489643,3975
L-369956,ST-1967,12,HC-99474,489645,3977
L-369957,ST-1968,34,HC-99475,489647,3979
L-369958,ST-1969,24,HC-99476,489649,3981
L-369959,ST-1970,16,HC-99477,489651,3983
L-369960,ST-1971,35,HC-99478,489653,3985
L-369961,ST-1972,32,HC-99479,489655,3987
L-369962,ST-1973,24,HC-99480,489657,3989
L-369963,ST-1974,17,HC-99481,489659,3991
L-369964,ST-1975,13,HC-99482,489661,3993
L-369965,ST-1976,26,HC-99483,489663,3995
L-369966,ST-1977,13,HC-99484,489665,3997
L-369967,ST-1978,22,HC-99485,489667,3999
L-369968,ST-1979,32,HC-99486,489669,4001
L-369969,ST-1980,31,HC-99487,489671,4003
L-369970,ST-1981,24,HC-99488,489673,4005
L-369971,ST-1982,26,HC-99489,489675,4007
L-369972,ST-1983,35,HC-99490,489677,4009
L-369973,ST-1984,27,HC-99491,489679,4011
L-369974,ST-1985,31,HC-99492,489681,4013
L-369975,ST-1986,23,HC-99493,489683,4015
L-369976,ST-1987,34,HC-99494,489685,4017
L-369977,ST-1988,15,HC-99495,489687,4019
L-369978,ST-1989,27,HC-99496,489689,4021
L-369979,ST-1990,40,HC-99497,489691,4023
L-369980,ST-1991,21,HC-99498,489693,4025
L-369981,ST-1992,27,HC-99499,489695,4027
L-369982,ST-1993,34,HC-99500,489697,4029
L-369983,ST-1994,20,HC-99501,489699,4031
L-369984,ST-1995,30,HC-99502,489701,4033
L-369985,ST-1996,30,HC-99503,489703,4035
L-369986,ST-1997,13,HC-99504,489705,4037
L-369987,ST-1998,14,HC-99505,489707,4039
L-369988,ST-1999,24,HC-99506,489709,4041
L-369989,ST-2000,17,HC-99507,489711,4043
L-369990,ST-2001,21,HC-99508,489713,4045
L-369991,ST-2002,35,HC-99509,489715,4047
L-369992,ST-2003,34,HC-99510,489717,4049
L-369993,ST-2004,31,HC-99511,489719,4051
L-369994,ST-2005,22,HC-99512,489721,4053
L-369995,ST-2006,29,HC-99513,489723,4055
L-369996,ST-2007,23,HC-99514,489725,4057
L-369997,ST-2008,16,HC-99515,489727,4059
L-369998,ST-2009,24,HC-99516,489729,4061
L-369999,ST-2010,24,HC-99517,489731,4063
L-370000,ST-2011,22,HC-99518,489733,4065
L-370001,ST-2012,27,HC-99519,489735,4067
L-370002,ST-2013,13,HC-99520,489737,4069
L-370003,ST-2014,15,HC-99521,489739,4071
L-370004,ST-2015,24,HC-99522,489741,4073
L-370005,ST-2016,33,HC-99523,489743,4075
L-370006,ST-2017,40,HC-99524,489745,4077
L-370007,ST-2018,34,HC-99525,489747,4079
L-370008,ST-2019,23,HC-99526,489749,4081
L-370009,ST-2020,17,HC-99527,489751,4083
L-370010,ST-2021,15,HC-99528,489753,4085
L-370011,ST-2022,16,HC-99529,489755,4087
L-370012,ST-2023,13,HC-99530,489757,4089
L-370013,ST-2024,15,HC-99531,489759,4091
L-370014,ST-2025,39,HC-99532,489761,4093
L-370015,ST-2026,26,HC-99533,489763,4095
L-370016,ST-2027,18,HC-99534,489765,4097
L-370017,ST-2028,12,HC-99535,489767,4099
L-370018,ST-2029,12,HC-99536,489769,4101
L-370019,ST-2030,34,HC-99537,489771,4103
L-370020,ST-2031,39,HC-99538,489773,4105
L-370021,ST-2032,22,HC-99539,489775,4107
L-370022,ST-2033,26,HC-99540,489777,4109
L-370023,ST-2034,21,HC-99541,489779,4111
L-370024,ST-2035,26,HC-99542,489781,4113
L-370025,ST-2036,14,HC-99543,489783,4115
L-370026,ST-2037,24,HC-99544,489785,4117
L-370027,ST-2038,21,HC-99545,489787,4119
L-370028,ST-2039,37,HC-99546,489789,4121
L-370029,ST-2040,35,HC-99547,489791,4123
L-370030,ST-2041,16,HC-99548,489793,4125
L-370031,ST-2042,15,HC-99549,489795,4127
L-370032,ST-2043,27,HC-99550,489797,4129
L-370033,ST-2044,13,HC-99551,489799,4131
L-370034,ST-2045,20,HC-99552,489801,4133
L-370035,ST-2046,33,HC-99553,489803,4135
L-370036,ST-2047,16,HC-99554,489805,4137
L-370037,ST-2048,34,HC-99555,489807,4139
L-370038,ST-2049,34,HC-99556,489809,4141
L-370039,ST-2050,30,HC-99557,489811,4143
L-370040,ST-2051,18,HC-99558,489813,4145
L-370041,ST-2052,26,HC-99559,489815,4147
L-370042,ST-2053,30,HC-99560,489817,4149
L-370043,ST-2054,30,HC-99561,489819,4151
L-370044,ST-2055,31,HC-99562,489821,4153
L-370045,ST-2056,25,HC-99563,489823,4155
L-370046,ST-2057,33,HC-99564,489825,4157
L-370047,ST-2058,34,HC-99565,489827,4159
L-370048,ST-2059,39,HC-99566,489829,4161
L-370049,ST-2060,21,HC-99567,489831,4163
L-370050,ST-2061,33,HC-99568,489833,4165
L-370051,ST-2062,13,HC-99569,489835,4167
L-370052,ST-2063,40,HC-99570,489837,4169
L-370053,ST-2064,28,HC-99571,489839,4171
L-370054,ST-2065,12,HC-99572,489841,4173
L-370055,ST-2066,18,HC-99573,489843,4175
L-370056,ST-2067,20,HC-99574,489845,4177
L-370057,ST-2068,14,HC-99575,489847,4179
L-370058,ST-2069,21,HC-99576,489849,4181
L-370059,ST-2070,17,HC-99577,489851,4183
L-370060,ST-2071,39,HC-99578,489853,4185
L-370061,ST-2072,28,HC-99579,489855,4187
L-370062,ST-2073,38,HC-99580,489857,4189
L-370063,ST-2074,39,HC-99581,489859,4191
L-370064,ST-2075,27,HC-99582,489861,4193
L-370065,ST-2076,12,HC-99583,489863,4195
L-370066,ST-2077,31,HC-99584,489865,4197
L-370067,ST-2078,21,HC-99585,489867,4199
L-370068,ST-2079,31,HC-99586,489869,4201
L-370069,ST-2080,19,HC-99587,489871,4203
L-370070,ST-2081,18,HC-99588,489873,4205
L-370071,ST-2082,24,HC-99589,489875,4207
L-370072,ST-2083,40,HC-99590,489877,4209
L-370073,ST-2084,40,HC-99591,489879,4211
L-370074,ST-2085,24,HC-99592,489881,4213
L-370075,ST-2086,22,HC-99593,489883,4215
L-370076,ST-2087,40,HC-99594,489885,4217
L-370077,ST-2088,33,HC-99595,489887,4219
L-370078,ST-2089,18,HC-99596,489889,4221
L-370079,ST-2090,16,HC-99597,489891,4223
L-370080,ST-2091,26,HC-99598,489893,4225
L-370081,ST-2092,18,HC-99599,489895,4227
L-370082,ST-2093,18,HC-99600,489897,4229
L-370083,ST-2094,12,HC-99601,489899,4231
L-370084,ST-2095,38,HC-99602,489901,4233
L-370085,ST-2096,35,HC-99603,489903,4235
L-370086,ST-2097,14,HC-99604,489905,4237
L-370087,ST-2098,17,HC-99605,489907,4239
L-370088,ST-2099,28,PI-27124,489909,4241
L-370089,ST-2100,37,PI-27125,489911,4243
L-370090,ST-2101,12,PI-27126,489913,4245
L-370091,ST-2102,30,PI-27127,489915,4247
L-370092,ST-2103,37,PI-27128,489917,4249
L-370093,ST-2104,16,PI-27129,489919,4251
L-370094,ST-2105,16,PI-27130,489921,4253
L-370095,ST-2106,36,PI-27131,489923,4255
L-370096,ST-2107,16,PI-27132,489925,4257
L-370097,ST-2108,24,PI-27133,489927,4259
L-370098,ST-2109,21,PI-27134,489929,4261
L-370099,ST-2110,19,PI-27135,489931,4263
L-370100,ST-2111,30,PI-27136,489933,4265
L-370101,ST-2112,21,PI-27137,489935,4267
L-370102,ST-2113,32,PI-27138,489937,4269
L-370103,ST-2114,34,PI-27139,489939,4271
L-370104,ST-2115,37,PI-27140,489941,4273
L-370105,ST-2116,18,PI-27141,489943,4275
L-370106,ST-2117,12,PI-27142,489945,4277
L-370107,ST-2118,19,PI-27143,489947,4279
L-370108,ST-2119,39,PI-27144,489949,4281
L-370109,ST-2120,15,PI-27145,489951,4283
L-370110,ST-2121,21,PI-27146,489953,4285
L-370111,ST-2122,23,PI-27147,489955,4287
L-370112,ST-2123,16,PI-27148,489957,4289
L-370113,ST-2124,18,PI-27149,489959,4291
L-370114,ST-2125,38,PI-27150,489961,4293
L-370115,ST-2126,36,PI-27151,489963,4295
L-370116,ST-2127,38,PI-27152,489965,4297
L-370117,ST-2128,26,PI-27153,489967,4299
L-370118,ST-2129,22,PI-27154,489969,4301
L-370119,ST-2130,24,PI-27155,489971,4303
L-370120,ST-2131,36,PI-27156,489973,4305
L-370121,ST-2132,34,PI-27157,489975,4307
L-370122,ST-2133,21,PI-27158,489977,4309
L-370123,ST-2134,26,PI-27159,489979,4311
L-370124,ST-2135,14,PI-27160,489981,4313
L-370125,ST-2136,16,PI-27161,489983,4315
L-370126,ST-2137,18,PI-27162,489985,4317
L-370127,ST-2138,40,PI-27163,489987,4319
L-370128,ST-2139,34,PI-27164,489989,4321
L-370129,ST-2140,14,PI-27165,489991,4323
L-370130,ST-2141,38,PI-27166,489993,4325
L-370131,ST-2142,19,PI-27167,489995,4327
L-370132,ST-2143,12,PI-27168,489997,4329
L-370133,ST-2144,16,PI-27169,489999,4331
L-370134,ST-2145,13,PI-27170,490001,4333
L-370135,ST-2146,25,PI-27171,490003,4335
L-370136,ST-2147,26,PI-27172,490005,4337
L-370137,ST-2148,15,PI-27173,490007,4339
L-370138,ST-2149,28,PI-27174,490009,4341
L-370139,ST-2150,27,PI-27175,490011,4343
L-370140,ST-2151,24,PI-27176,490013,4345
L-370141,ST-2152,13,PI-27177,490015,4347
L-370142,ST-2153,25,PI-27178,490017,4349
L-370143,ST-2154,19,PI-27179,490019,4351
L-370144,ST-2155,17,PI-27180,490021,4353
L-370145,ST-2156,19,PI-27181,490023,4355
L-370146,ST-2157,18,PI-27182,490025,4357
L-370147,ST-2158,25,PI-27183,490027,4359
L-370148,ST-2159,32,PI-27184,490029,4361
L-370149,ST-2160,25,PI-27185,490031,4363
L-370150,ST-2161,37,PI-27186,490033,4365
L-370151,ST-2162,36,PI-27187,490035,4367
L-370152,ST-2163,25,PI-27188,490037,4369
L-370153,ST-2164,37,PI-27189,490039,4371
L-370154,ST-2165,23,PI-27190,490041,4373
L-370155,ST-2166,21,PI-27191,490043,4375
L-370156,ST-2167,32,PI-27192,490045,4377
L-370157,ST-2168,29,PI-27193,490047,4379
L-370158,ST-2169,13,PI-27194,490049,4381
L-370159,ST-2170,13,PI-27195,490051,4383
L-370160,ST-2171,31,PI-27196,490053,4385
L-370161,ST-2172,22,PI-27197,490055,4387
L-370162,ST-2173,39,PI-27198,490057,4389
L-370163,ST-2174,26,PI-27199,490059,4391
L-370164,ST-2175,32,PI-27200,490061,4393
L-370165,ST-2176,38,PI-27201,490063,4395
L-370166,ST-2177,29,PI-27202,490065,4397
L-370167,ST-2178,31,PI-27203,490067,4399
L-370168,ST-2179,36,PI-27204,490069,4401
L-370169,ST-2180,13,PI-27205,490071,4403
L-370170,ST-2181,28,PI-27206,490073,4405
L-370171,ST-2182,28,PI-27207,490075,4407
L-370172,ST-2183,17,PI-27208,490077,4409
L-370173,ST-2184,16,PI-27209,490079,4411
L-370174,ST-2185,12,PI-27210,490081,4413
L-370175,ST-2186,22,PI-27211,490083,4415
L-370176,ST-2187,19,PI-27212,490085,4417
L-370177,ST-2188,28,PI-27213,490087,4419
L-370178,ST-2189,13,PI-27214,490089,4421
L-370179,ST-2190,23,PI-27215,490091,4423
L-370180,ST-2191,21,PI-27216,490093,4425
L-370181,ST-2192,20,PI-27217,490095,4427
L-370182,ST-2193,17,PI-27218,490097,4429
L-370183,ST-2194,28,PI-27219,490099,4431
L-370184,ST-2195,24,PI-27220,490101,4433
L-370185,ST-2196,37,PI-27221,490103,4435
L-370186,ST-2197,36,PI-27222,490105,4437
L-370187,ST-2198,29,PI-27223,490107,4439
L-370188,ST-2199,40,PI-27224,490109,4441
L-370189,ST-2200,32,PI-27225,490111,4443
L-370190,ST-2201,34,PI-27226,490113,4445
L-370191,ST-2202,14,PI-27227,490115,4447
L-370192,ST-2203,18,PI-27228,490117,4449
L-370193,ST-2204,22,PI-27229,490119,4451
L-370194,ST-2205,40,PI-27230,490121,4453
L-370195,ST-2206,30,PI-27231,490123,4455
L-370196,ST-2207,28,PI-27232,490125,4457
L-370197,ST-2208,32,PI-27233,490127,4459
L-370198,ST-2209,16,PI-27234,490129,4461
L-370199,ST-2210,31,PI-27235,490131,4463
L-370200,ST-2211,39,PI-27236,490133,4465
L-370201,ST-2212,38,PI-27237,490135,4467
L-370202,ST-2213,22,PI-27238,490137,4469
L-370203,ST-2214,30,PI-27239,490139,4471
L-370204,ST-2215,22,PI-27240,490141,4473
L-370205,ST-2216,15,PI-27241,490143,4475
L-370206,ST-2217,13,PI-27242,490145,4477
L-370207,ST-2218,40,PI-27243,490147,4479
L-370208,ST-2219,23,PI-27244,490149,4481
L-370209,ST-2220,14,PI-27245,490151,4483
L-370210,ST-2221,28,PI-27246,490153,4485
L-370211,ST-2222,25,PI-27247,490155,4487
L-370212,ST-2223,39,PI-27248,490157,4489
L-370213,ST-2224,39,PI-27249,490159,4491
L-370214,ST-2225,21,PI-27250,490161,4493
L-370215,ST-2226,29,PI-27251,490163,4495
L-370216,ST-2227,31,PI-27252,490165,4497
L-370217,ST-2228,20,PI-27253,490167,4499
L-370218,ST-2229,27,PI-27254,490169,4501
L-370219,ST-2230,39,PI-27255,490171,4503
L-370220,ST-2231,25,PI-27256,490173,4505
L-370221,ST-2232,22,PI-27257,490175,4507
L-370222,ST-2233,30,PI-27258,490177,4509
L-370223,ST-2234,14,PI-27259,490179,4511
L-370224,ST-2235,15,PI-27260,490181,4513
L-370225,ST-2236,22,PI-27261,490183,4515
L-370226,ST-2237,24,PI-27262,490185,4517
L-370227,ST-2238,12,PI-27263,490187,4519
L-370228,ST-2239,25,PI-27264,490189,4521
L-370229,ST-2240,38,PI-27265,490191,4523
L-370230,ST-2241,34,PI-27266,490193,4525
L-370231,ST-2242,34,PI-27267,490195,4527
L-370232,ST-2243,24,PI-27268,490197,4529
L-370233,ST-2244,16,PI-27269,490199,4531
L-370234,ST-2245,28,PI-27270,490201,4533
L-370235,ST-2246,40,PI-27271,490203,4535
L-370236,ST-2247,29,PI-27272,490205,4537
L-370237,ST-2248,16,PI-27273,490207,4539
L-370238,ST-2249,13,PI-27274,490209,4541
L-370239,ST-2250,33,PI-27275,490211,4543
L-370240,ST-2251,21,PI-27276,490213,4545
L-370241,ST-2252,29,PI-27277,490215,4547
L-370242,ST-2253,24,PI-27278,490217,4549
L-370243,ST-2254,24,PI-27279,490219,4551
L-370244,ST-2255,25,PI-27280,490221,4553
L-370245,ST-2256,30,PI-27281,490223,4555
L-370246,ST-2257,15,PI-27282,490225,4557
L-370247,ST-2258,23,PI-27283,490227,4559
L-370248,ST-2259,13,PI-27284,490229,4561
L-370249,ST-2260,24,PI-27285,490231,4563
L-370250,ST-2261,33,PI-27286,490233,4565
L-370251,ST-2262,15,PI-27287,490235,4567
L-370252,ST-2263,19,PI-27288,490237,4569
L-370253,ST-2264,14,PI-27289,490239,4571
L-370254,ST-2265,28,PI-27290,490241,4573
L-370255,ST-2266,20,PI-27291,490243,4575
L-370256,ST-2267,38,PI-27292,490245,4577
L-370257,ST-2268,36,PI-27293,490247,4579
L-370258,ST-2269,39,PI-27294,490249,4581
L-370259,ST-2270,22,PI-27295,490251,4583
L-370260,ST-2271,27,PI-27296,490253,4585
L-370261,ST-2272,37,PI-27297,490255,4587
L-370262,ST-2273,12,PI-27298,490257,4589
L-370263,ST-2274,35,PI-27299,490259,4591
L-370264,ST-2275,33,PI-27300,490261,4593
L-370265,ST-2276,27,PI-27301,490263,4595
L-370266,ST-2277,32,PI-27302,490265,4597
L-370267,ST-2278,24,PI-27303,490267,4599
L-370268,ST-2279,27,PI-27304,490269,4601
L-370269,ST-2280,16,PI-27305,490271,4603
L-370270,ST-2281,36,PI-27306,490273,4605
L-370271,ST-2282,23,PI-27307,490275,4607
L-370272,ST-2283,32,PI-27308,490277,4609
L-370273,ST-2284,30,PI-27309,490279,4611
L-370274,ST-2285,37,PI-27310,490281,4613
L-370275,ST-2286,34,PI-27311,490283,4615
L-370276,ST-2287,32,PI-27312,490285,4617
L-370277,ST-2288,23,PI-27313,490287,4619
L-370278,ST-2289,15,PI-27314,490289,4621
L-370279,ST-2290,31,PI-27315,490291,4623
L-370280,ST-2291,26,PI-27316,490293,4625
L-370281,ST-2292,31,PI-27317,490295,4627
L-370282,ST-2293,29,PI-27318,490297,4629
